conceptId,prefLabelDe,prefLabelEn,altLabelDe,altLabelEn,broaderConcepts
22834000,Ergebnis der Aktion,Result of action,Ergebnis der Handlung,,22830000
22835000,Aktion im Urteil anderer,Action as viewed by others,Handlung im Urteil anderer,,22830000
22900000,Moral,Ethics,Christenlehre,Doctrine of god,22000000
22910000,Pflicht,Obligation,Verantwortung,Responsibility,22900000
22920000,Moralische Eigenschaften/Charaktereigenschaften,Moral traits/Character traits,Charakterzug,Trait of character,22900000
22930000,Ehre/Unehre,Honor/Dishonor,Reputation,Reputation,22900000
23000000,Mensch als soziales Wesen,Human as a social being,,,20000000
23100000,Gesellschaftliches Leben,General social phenomena,,,23000000
23110000,Gesellschaftliche Gruppen,Social groupings,,,23100000
23111000,Größte Gruppierungen,Largest groupings,,,23110000
23111100,Ethnische Einheiten,Ethnic unities,Ethnie,Ethnic group,23111000
23111200,Ethn. Einheit/Volk/Stamm/Namen,Ethnic Community/People/Tribe/Names,,,23111000
23111300,Fantastische Ethnie/Namen,Fantastic Ethnic Community/People/Tribe/Names,,,23111000
23112000,Ehe/Familie,Matrimony/Family,,,23110000
23112100,Familie/Herkunft,Family/Ancestry,Abstammung,Descent,23112000
23112200,Ehe,Marriage,,,23112000
23112300,Verwandtschaft,Kinship,,,23112000
23112400,Taufe,Baptism,,,23112000
23112500,Personennamen/Familiennamen,Given and Family Names,,,23112000
23112501,Sprechende Eigennamen/Namen,Meaningful/Descreptive Names/Names,,,23112500
23112600,Bestattung,Funeral/Cremation,Beerdigung,Death,23112000
23112700,Witwen/Waisen,Widows/Orphans,,,23112000
23113000,Erziehung/Bildung/Allgemein,Upbringing/Education/General,,,23110000
23113200,Formelle Bildung,Formal education,,,23113000
23120000,Kommunikation/Sprache,Communication/Language,,,23100000
23121000,Mündliche Kommunikation,Oral communication,,,23120000
23121100,Eigenschaften der stimmlichen Äußerung,Attributes of vocal expression,Mängel der stimmlichen Äußerung,Deficiencies in vocal expression,23121000
23121200,Stimmlicher Ausdruck,Vocal expression,Mündlicher Ausdruck,Oral expression,23121000
23122000,Schriftliche Kommunikation,Written communication,,,23120000
23122200,Formen der schriftlichen Kommunikation,Forms of written communication,,,23122000
23123000,Einzelsprachen,Individual languages,Fremdsprachen,Foreign languages,23120000
23123100,Lateinisch,Latin,Latein,,23123000
23123200,Französisch,French,,,23123000
23123300,Arabisch,Arabic,,,23123000
23123400,Hebräisch,Hebrew,,,23123000
23123500,Griechisch,Greek,,,23123000
23123600,Slawisch,Slavic,,,23123000
23123610,Tschechisch,Czech,,,23123600
23123700,Persisch,Persian,,,23123000
23123800,Italienisch,Italian,,,23123000
23123900,Spanisch,Spanish,,,23123000
23123901,Ungarisch,Hungarian,,,23123000
23123902,Rätoromanisch,Rhaeto-Romanic,,,23123000
23123903,Englisch,English,,,23123000
23123904,Phönizisch-Punisch,Phoenician-Punic,,,23123000
23123905,Aramäisch,Aramaic,,,23123000
23123909,Jiddisch,Yiddish,,,23123000
23123910,Rotwelsch,Rotwelsch,,,23123000
23124000,Benennung,Denomination,,Naming,23120000
23130000,Gesellschaftliche Beziehungen im Allgemeinen,Social relations in general,,General social relations,23100000
23132000,Etikette/Zeremoniell,Etiquette/Ceremonies,,,23130000
23133000,Hilfeleistung/Widerstand,Assistance/Resistance,Dienst,Service,23130000
23134000,Frauendienst,Service for the ladies,,,23130000
23135000,Feste/Spiel/Unterhaltung,Festivities/Games/Entertainment,,,23130000
23135100,Festlichkeiten/Feiern,Festivities/Celebrate,Feier,Celebration,23135000
23135200,Spiel/Zerstreuung,Games/Distraction,Zeitvertreib,Pastime,23135000
23135210,Schachspiel,Chess,,,23135200
23135220,Spielzeug,Toys,Spielsachen,,23135200
23135230,Andere Spiele,Other games,,,23135200
23135300,Sport,Sports,,,23135000
23135400,Sitten/Gebräuche,Manners/Customs,Bräuche,Traditions,23135000
23200000,Ritterwesen im Allgemeinen,Knighthood in general,Ritterlichkeit,Chivalry,23000000
23220000,Pferd/Reiten,Horse/Riding,,,"14012000,23200000"
23221000,Pferd und Reiten/Namen,Horse and Riding/Names,,,23220000
23230000,Waffenhandwerk,Arms craft,,Weaponry,23200000
23231000,Waffen,Weapons,,Arms,23230000
23231100,Waffen/Namen,Weapons/Names,,,23231000
23231200,Kampftechnik/Waffentechnik,Fighting technique/Weapon skills,,,"23230000,23240000"
23232000,Rüstung,Armor,,Armour,23230000
23233000,Rüstung/Namen,Armor/Names,,,23230000
23240000,Kriegswesen/Kampf/Gewalt,Warfare/Battle/Violence,,,23200000
23241000,Kriegswesen/Kampf/Namen,Warfare/Fighting/Names,,,23240000
23242000,Heerfahrt,Military expedition,Kampagne,Military campaign,23240000
23243000,Schlacht,Battle,Kampf,Fight,23240000
23244000,Aventiure,Adventure/Quest,Abenteuer,,23240000
23245000,Belagerung,Siege,,,23240000
23246000,Zweikampf,Duel,Duell,,"23240000,23260000"
23250000,Burg,Castle,Befestigung,Fort,"23200000,23309020"
23251000,Burg/Äußeres,Castle/Exterior,Feste/Äußeres,Fort/Exterior,23250000
23252000,Burg/Inneres,Castle/Interior,Befestigung/Inneres,Fortress/Interior,23250000
23253000,Burg/Namen,Castle/Names,,,23250000
23254000,Fantastische Burg/Namen,Fantastic Castle/Names,,,23250000
23260000,Turnierwesen,Tournament,Kampfspiel,Tourney,23200000
23261000,Turnier/Organisation,Tournament/Organization,,Tournament/Organisation,23260000
23262000,Turnier/Schauplatz,Tournament/Location,,,23260000
23263000,Turnier/Kampfformen,Tournament/Forms of combat,Turnier/Kampfereignisse,Tournament/Fighting events,23260000
23264000,Turnier/Rituale,Tournament/Rituals,,,23260000
23300000,Welt der Arbeit im Allgemeinen,Work in general,Arbeitswelt im Allgemeinen,Labor in general,23000000
23302000,Jagd/Fischerei,Hunting/Fishing,,Hunt/Fishery,23300000
23302200,Jagd/Fischerei/Ausrüstung,Hunting/Fishing/Gear,Jagd/Fischerei/Geräte,Hunting/Fishing/Weapons,23302000
23302300,Jagd/Fischerei/Gebräuche/Rituale,Hunting/Fishing/Customs/Rituals,Jagd/Fischerei/Bräuche,Hunt/Fishery/Customs/Rituals,23302000
23302500,Fischzucht,Fish farming,,Fish breeding,23302000
23303000,Landwirtschaft,Farming,,Husbandry,23300000
23303010,Landwirtschaft/Namen,Farming and Husbandry/Names,,,23303000
23303100,Bauernhof,Farm,Gutshof,Grange,"23303000,23309020"
23303110,Viehzucht/Viehhaltung,Stock farming,,"
Livestock breeding","14012000,23303100"
23303120,Milchwirtschaft,Dairy farming,,,23303100
23303140,Gehöft/Namen,Farmstead/Names,,,23303100
23303200,Ackerbau,Agriculture,,Cultivation,23303000
23303300,Feldarbeit,Tillage,,,"23303000,23303200"
23303310,Landwirtschaftliches Gerät,Farm gear,,Agricultural equipment,"23303300,23304100"
23303320,Wiesenwirtschaft,Agricultural meadows,,Grassland,23303300
23303330,Getreideanbau,Grain farming,,Cereal growing,"13040000,23303300"
23303340,Ernte,Harvest,Ernten,Harvesting,23303300
23303350,Verarbeitung von Getreide,Processing of grain,Getreideverarbeitung,Grain processing,"13040000,23303300,23305400"
23303360,Ölproduktion,Oil production,,,"23303300,23305400"
23303400,Weidewirtschaft,Managed pasture,,Pasturage,23303000
23303500,Imkerei,Beekeeping,,Apiculture,23303000
23303600,Weinbau/Weinherstellung,Winegrowing/Winemaking,,Viticulture/Vinification,23303000
23303610,Weine/Namen,Wines/Names,,,23303600
23303700,Obstbau,Fruit growing,,Orchard,23303000
23303800,Gartenbau,Horticulture,,Gardening,23303000
23303900,Waldwirtschaft,Forestry,Waldbau,Silviculture,"13020000,23303000"
23304000,Beruf,Profession,Handwerk,Craft,23300000
23304100,Handarbeit/Werkzeuge/Ausrüstung,Manual work/Tools/Equipment,Handarbeit/Utensilien,Manual work/Utensils,23304000
23304200,Spezifische Berufe,Specific professions,Spezifisches Handwerk,Individual professions,23304000
23304300,Gefäße,Vessels,Büchse,Cup,23304000
23305000,Industrie,Industry,,,23300000
23305200,Bergbau,Mining,,,23305000
23305300,Metallverarbeitung,Metal processing,,,23305000
23305310,Eisenverarbeitung,Iron processing,,,23305300
23305320,Gießerei,Foundry,,,23305300
23305330,Münzen,Coins,Prägung,Minting,23305300
23305400,Lebensmittelherstellung,Food processing,Nahrungsmittelherstellung,,23305000
23305410,Verarbeitung von Fleisch,Meat processing,Fleischverarbeitung,,"14011300,21111301,23305000"
23305500,Textilherstellung/Textilverarbeitung,Textile manufacturing,,Textile industry,"23305000,23309090"
23305600,Holzverarbeitung,Wood processing,Holzarbeit,Woodwork,"13020000,23305000"
23305700,Steinbrucharbeiten/Steinmetzarbeiten,Quarrying/Stonemasonry,Steinmetz,Stonemason,23305000
23305800,Keramikarbeit/Glasarbeit,Ceramic work/Glass work,Glaser,Glazier,23305000
23305900,Lederherstellung/Lederverarbeitung,Tanning/Leather processing,Gerben,,23305000
23305901,Buchherstellung,Book production,Setzen,Letterpress,23305000
23306000,Handel/Finanzen,Trade/Finances,,,23300000
23307000,Transport/Verkehr,Transportation/Traffic,,,23300000
23307100,Landwege/Plätze,Roads and ways/Squares,,Land route,23307000
23307120,Landwege/Plätze/Namen,Roads and Ways/Squares/Names,,,23307100
23307200,Wasserwege,Waterways,,,23307000
23307210,Anlagen am Wasser,Installations on water/Installations near water,Brücke,Bridge,23307200
23307220,Anlagen am Wasser/Namen,Installations on/near water /names,,,23307200
23307230,Seefahrt/Binnenschifffahrt,Seafaring/Inland navigation,Schifffahrt,,23307200
23307300,Reisen,Travel,Fahrt,Journey,23307000
23307310,Gastgewerbe,Hospitality industry,Wirtshaus,Tavern,23307300
23307320,Gastgewerbe/Namen,Taverns/Inns/Hostelry/Names,,,23307300
23307400,Nachrichtenwesen,Communications,Bote,Courier,23307000
23307500,Transportmittel,Means of transportation,Wagen,Carriage,23307000
23307510,Landfahrzeuge,Land craft,Wagen,Cart,23307500
23307520,Wasserfahrzeuge,Water craft,Galeere,Galley,23307500
23308000,Besitz,Property,Betteln,Alms,23300000
23308100,Mangel/Bedürfnis/Misserfolg,Deficiency/Want/Failure,Bedürfen,Modest,23308000
23309000,Wohnen/Haushalt/Heim,Habitation/Household/Home,Unterkunft,House,23300000
23309020,Gebäude,Building,Errichten,Build,23309000
23309021,Gebäude/Namen,Building/Names,,,23309000
23309030,Äußeres von Gebäuden,Exterior of buildings,,,23309020
23309040,Inneres von Gebäuden,Interior of buildings,,,23309020
23309050,Möbel,Furniture,Einrichtung,Dishes,23309000
23309060,Küche/Küchenutensilien,Kitchen/Kitchen utensils,,,"21111304,23309000"
23309070,Heizung,Heating,Verbrennen,Ignite,23309000
23309080,Beleuchtung,Lighting,Leuchten,Light,23309000
23309090,Haushaltsführung,Home keeping,Hausarbeit,Domestic work,23309000
23309091,Reinigung,Cleaning,,,23309090
23309100,Wäsche,Linen,Ausstattung,Decoration,23309000
23309110,Spezielle Frauenarbeiten,Special female crafts and labors,,,23309000
23310000,Hof/Hofhaltung,Court/Hold court,Höfling,Court servants,23300000
23310200,Ämter,Offices,,,23310000
23310300,Herrschaftssymbolik/Amtssymbolik,Symbols of power/Symbols of office,Wappen,Regalia,23310000
24000000,Sozialer Aufbau,Social entities and hierarchy,,,20000000
24100000,Politische Einheiten,Political entities,,Political unit,24000000
24120000,Politische Einheiten/Namen,Political Entities/Names,,,24100000
24121000,Fantastische politische Einheiten/Namen,Fantastic Political Entities/Names,,,24120000
24122000,Erdteile/Namen,Continents/Names,,,24120000
24200000,Kommunen,Communities,,Medieval communes,24000000
24210000,Stadt,City,Bürgerin,Citizen,24200000
24212000,Stadt/Namen,City/Names,,,24210000
24212100,Fantast. Städte/Namen,Phantast. Cities/Names,,,24212000
24213000,Kommunale Verwaltung,Local government,Stadtverwaltung,Local administration,24210000
24220000,Gemeinde/Ortschaft/Dorf,Municipality/Town/Village,Gemeinschaft,Township,24200000
24222000,Gemeinde/Ortschaft/Dorf/Namen,Township/Town/Village/Names,,,24220000
24222100,Gemeinde/Dorf: Straßen/Plätze/Namen,Township/Village: Streets/Squares/Names,,,24220000
24222300,Fantastische Gemeinde/Ortschaft/Dorf/Namen,Fantastic Township/Town/Village/Names,,,24220000
24223000,Verwaltung von Gemeinde/Ortschaft/Dorf,Administration of municipality/town/village,Amt,Office,24220000
24224000,Kreis/Bezirk/Grafschaft,District/County,,,24220000
24300000,Gesellschaftliche Ordnung,Social order,Allgemeine soziale Ordnungskategorien,Society in general,24000000
24320000,Soziale Klassen,Social classes,,,24300000
24321000,Adel,Nobility,Edelfrau,Nobleman,24320000
24322000,Freie,Freemen,,,24320000
24323000,Dienstklasse,Servants,Diener,Servant,24320000
24323100,Lehenswesen,Fiefdom,,,24323000
24324000,Bürgertum,Citizenship,Bürgerschaft,Burgher,24320000
24325000,Unterste Klassen,Lowest classes,Bettlerin,Beggar,24320000
24326000,Weltliche Hierarchie,Secular hierarchy,,,24320000
24330000,Rechtswesen,Legal system,Recht,Law,24300000
24340000,Ordnungsmacht,Order,,,24300000
24400000,Mythologie/Religion,Mythology/Religion,,,24000000
24410000,Judäo-Christliche Mythologie,Judeo-Christian mythology,Kreatur,Angel,24400000
24411000,Bibel/Religionsgeschichte,Bible/Religious history,Gleichnis,Parable,24410000
24411100,Bibel/Religionsgeschichte/Namen,Bible/Religious History/Names,,,24411000
24420000,Nichtchristliche Mythologie,Non-Christian mythology,Teufel,Heresy,24400000
24421000,Nichtchristliche Mythologie/Namen,Non-Christian Mythology/Names,,,24420000
24422000,Nichtchristliche Kultstätten,Non-Christian places of worship,Tempel,Temple,24420000
24422100,Nichtchristliche Mythologie/Kultstätten/Namen,Non-Christian Mythology/Places of Worship /Names,,,24422000
24423000,Nichtchristliche Riten und Kulte,Non-Christian rites and cults,,,24420000
24423200,Nichtchristliche Kultgegenstände,Non-Christian ritual objects,,,24423000
24430000,Volksmythologie/Aberglaube/Magie,Popular mythology/Superstition/Magic,Zauberei,Hell,24400000
24431000,Volksmythologie/Aberglaube/Namen,Popular Mythology/Superstition/Magic/Names,,,24430000
24440000,Christentum/Theologie,Christianity/Theology,,,24400000
24450000,Kirche,Church,Stift,Abbey,24400000
24451000,Kirchliche Organisation,Ecclesiastical organization,Klerus,Bishopric,24450000
24452000,Kirchliche Hierarchie,Ecclesiastical hierarchy,,,24450000
24453000,Ordenswesen,Monasticism,Bruderschaft,Monastery,24450000
24453100,Ordenswesen/Namen,Monastic Orders/Names,,,24453000
24454000,Kirchliche Ausstattung/Kultgegenstände,Ecclesiastical furnishings/Cult objects,Ritualgegenstände,Church ornaments,24450000
24455000,Christliche Kultstätten,Christian places of worship,,,24450000
24455100,Christliche Kultstätten/Namen,Christian Places of Worship/Names,,,24450000
24456000,Christliche Riten und Kulte,Christian rites und cults,,,24450000
24457000,Christliche Feiertage,Christian holidays,,,24450000
24458000,Christliche Feiertage/Namen,Christian Holidays Names,,,24450000
24460000,Jüdische Glaubensgemeinschaft,Jewish faith community,Jüdische Religionsgemeinschaft,Jewish religious community,24400000
24470000,Himmel in Mythologie/Religion,Heaven in mythology/religion,Paradies,Paradise,24000000
25000000,Kunst/Kunsthandwerk,Arts/Handicraft,,Arts and crafts,20000000
25100000,Künste,Arts,Kunstwerk,Artwork,25000000
25120000,Literatur,Literature,Schrift,Script,25100000
25121000,Literatur/Namen,Literature/Names,,,25120000
25122000,Literatur/Titel,Literature/Titles,Buchtitel,Book title,25120000
25130000,Darstellende Kunst,Performing arts,Spiel,Play,"25100000,32170000"
25131000,Theater,Theatre,Spiel,Spectacle,"25130000,32170000"
25132000,Tanz,Dance,,,25130000
25132100,Tanz/Namen,Dance/Names,,,25132000
25140000,Bildende Kunst,Fine arts,,Visual arts,25100000
25141000,Bildende Kunst/Namen,Fine Arts/Names,,,25140000
25150000,Musik im Allgemeinen,Music in general,,,25100000
25151000,Musiklehre,Music theory,,,"25150000,32170000"
25152000,Gesang,Chant,Singen,Singing,"25150000,32170000"
25152100,Gesang/Namen,Singing/Chant/Names,,,25152000
25153000,Instrumentalmusik,Instrumental music,,,"25150000,32170000"
25153100,Instrumentalmusik/Namen,Instrumental Music/Names,,,25153000
30000000,Mensch und Welt,Human and world,Menschen und ihre Umwelt,Humans and their environment,
31000000,A Priori,A priori,,,30000000
31100000,Existenz,Existence,Leben,Life,31000000
31200000,Eigenschaften/Zustände,Characteristic/Conditions,,,31000000
31210000,Ausdehnung,Expanse,,,31200000
31220000,Gestalt,Shape,,,31200000
31230000,Physikalische Eigenschaften/Chemische Eigenschaften,Physical conditions/Chemical conditions,,,31200000
31231000,Feuer,Fire,,,31230000
31232000,Physikalische Substanzen/Chemische Substanzen,Physical substances/Chemical substances,,,31230000
31232100,Physikal. Chem. Substanzen/Namen,Physical and Chemical Substances,,,31232000
31232200,Materialien,Materials,,,31232000
31240000,Sinnlich wahrnehmbare Eigenschaften,Sensually perceptible properties,,,31200000
31241000,Visuell,Visual,Blicken,See,31240000
31241100,Farben,Colours,,Colors,31241000
31241200,Formen,Shapes,,Forms,31241000
31242000,Geräusche,Sounds,,Noises,31240000
31243000,Gerüche,Smells,Geruch,Odour,31240000
31244000,Geschmäcke,Tastes,Würze,Flavor,31240000
31245000,Taktile Empfindungen,Tactile sensations,Tastsinn,Sense of touch,31240000
31246000,Temperaturempfindungen,Temperature perception,Temperatur,Temperature,31240000
31300000,Verhältnis/Ordnung/Wert,Relationship/Order/Value,,,31000000
31310000,Verhältnis,Relationship,,,31300000
31320000,Ordnung/Unordnung,Order/Disorder,Durcheinander,Chaos,31300000
31330000,Wert/Unwert,Value//Worthlessness,,,31300000
31340000,Maße/Gewichte,Measures/Weights,,,31300000
31400000,Zahlen/Mengenbegriffe,Numbers/Quantity terms,,Quantity concepts,31000000
31410000,Mengenbegriffe,Quantity terms,,Quantity concepts,31400000
31420000,Zahlen im Allgemeinen,Numbers in general,,,31400000
31422000,Kardinalzahlen,Cardinal numbers,,,31420000
31422100,Römische Ziffern,Roman numerals,,,31422000
31422200,Arabische Ziffern,Arabic numerals,,,31422000
31423000,Ordinalzahlen,Ordinal numbers,,,31420000
31424000,Brüche,Fractions,Bruch,Fraction,31420000
31425000,Sonstige mathematische Begriffe,Other mathematical terms,,Other mathematical concepts,31420000
31500000,Raum,Space,,Area,31000000
31600000,Zeit,Time,,,31000000
31610000,Zeit/Namen,Time/Names,,,31600000
31620000,Werden,Becoming,Gedeihen,Thriving,31600000
31630000,Vergehen,Fading,Enden,End,31600000
31700000,Glück/Pech,Fortune/Misfortune,Fortuna,Luck,31000000
31800000,Bewegung,Movement,,,31000000
31900000,Werden im Allgemeinen/Vergehen im Allgemeinen,Becoming in general/Fading in general,,,31000000
32000000,Wissenschaft/Technik,Science/Technology,,,30000000
32100000,Septem artes liberales,Septem artes liberales,Die sieben freien Künste,The seven liberal arts,32000000
32110000,Grammatik,Grammar,,,32100000
32111000,Grammatik/Namen,Grammar/Names,,,32110000
32120000,Rhetorik,Rhetoric,,,32100000
32121000,Rhetorik/Namen,Rhetoric/Names,,,32120000
32130000,Dialektik,Dialectic,,,32100000
32131000,Dialektik/Namen,Dialectic/Names,,,32130000
32140000,Arithmetik,Arithmetic,,,32100000
32141000,Arithmetik/Namen,Arithmetic/Names,,,32140000
32150000,Geometrie,Geometry,,,32100000
32151000,Geometrie/Namen,Geometry/Names,,,32100000
32160000,Astronomie/Astrologie,Astronomy/Astrology,,,32100000
32161000,Astronomie/Astrologie/Namen,Astronomy/Astrology/Names,,,32160000
32162000,AstronomInnen/AstrologInnen/Namen,Astronomers/Astrologers/Names,,,32160000
32170000,Musiktheorie,Music theory,,,32100000
32171000,Musiktheorie/Namen,Music Theory/Names,,,32170000
32200000,Mineralogie/Petrologie,Mineralogy/Petrology,Steinkunde,,32000000
32300000,Alchemie,Alchemy,,,32000000
32310000,Alchemie/Namen,Alchemy/Names,,,32300000
32400000,Botanik,Botany,,,32000000
32500000,Zoologie,Zoology,,,32000000
32600000,Medizin/Anatomie,Medicine/Anatomy,,,32000000
32610000,Medizin/Anatomie/Namen,Medicine/Anatomy/Names,,,32600000
32620000,Humoralmedizin/Diätetik,Humoral medicine/Dietetics,Humoralpathologie/Diätologie,Humoral pathology/Dietology,"21091000,21090000,32600000"
32700000,Philosophie,Philosophy,,,32000000
32710000,Philosophie/Namen,Philosophy/Names,,,32000000
32800000,Geografie,Geography,,,32000000
32810000,Geografie/Namen,Geography/Names,,,32800000
32900000,Geschichtswissenschaft,History,,,32000000
32910000,Geschichtswissenschaft/Namen,History/Namen,,,32900000
90000000,Funktionswörter,Functional Words,,,
91000000,Nicht bestimmbare Formen,Not Identifiable Words,,,90000000
92000000,Nhd. Kommentare,NHG Commentaries,,,90000000
93000000,Abkürzungen,Abbreviations,,,90000000
